user_id,article_1,article_2,article_3,article_4,article_5
223157,182394,224658,272143,64329,198659
223158,20691,288440,293513,286336,284583
223159,199198,64329,156560,198659,128260
223160,202493,202388,69463,202741,209013
223161,96755,160417,124749,64329,162655
223162,336221,235616,64329,293114,198659
223163,123290,124352,124228,123289,124194
223164,123909,123818,123290,124352,124748
223165,338015,336928,336761,337354,285343
223166,272143,198659,182394,64329,224658
223167,168642,288620,8131,270475,10082
223168,162655,199078,199198,156560,123818
223169,272143,182394,224658,64329,166581
223170,123289,124748,124350,124194,124228
223171,158536,156560,160974,64329,272143
223172,194939,195868,158536,64329,194289
223173,234698,95716,272143,59057,156560
223174,199198,64329,293050,166581,194289
223175,158536,64329,160417,166581,272143
223176,160417,162655,218337,160974,64329
223177,158536,162655,160974,64329,218337
223178,336220,336223,234698,96210,88907
223179,156381,319040,166583,308832,155767
223180,162655,160974,218337,64329,156560
223181,199198,175040,166581,324823,198659
223182,158536,162655,160974,64329,218337
223183,273397,114059,272143,199198,69802
223184,124352,123818,123757,162655,160974
223185,158536,160974,129434,272143,156560
223186,198659,64329,166581,162655,175040
223187,69327,273432,292536,331403,19788
223188,198659,64329,166581,162655,175040
223189,158536,162655,160974,64329,218337
223190,334594,106870,167853,94501,280550
223191,199197,156560,235230,284547,64329
223192,160417,64329,162655,235616,156560
223193,272143,64329,158536,199198,348112
223194,32777,32398,29830,31343,206627
223195,158536,162655,160974,64329,218337
223196,199198,64329,198659,293301,162655
223197,199198,175040,166581,324823,156560
223198,158536,59057,64329,162655,288320
223199,158536,160417,162655,64329,272143
223200,158536,160974,272143,156560,64329
223201,146188,141477,140971,141128,141414
223202,160417,162655,123290,123818,124352
223203,160974,272143,172919,207731,199198
223204,158536,162655,160974,64329,218337
223205,255935,254876,255937,255207,10082
223206,234698,64329,162655,156964,276970
223207,272143,199198,124749,293114,338340
223208,331116,199198,59156,336254,198659
223209,336223,272143,234698,235870,59057
223210,293048,283857,336899,283327,283041
223211,202652,202383,202672,207731,336380
223212,160417,162655,218337,160974,64329
223213,158536,64329,162655,156560,272143
223214,162655,64329,272143,160974,218337
223215,233688,128260,162655,64329,96210
223216,284985,272143,64329,162655,293114
223217,160974,160417,158536,272143,199198
223218,288620,8131,324062,218028,336254
223219,182467,277257,16762,173869,177390
223220,233688,160417,160974,128260,272143
223221,59057,48403,336221,119193,95716
223222,336221,199198,64329,336223,156560
223223,95716,336223,300082,156964,214631
223224,272143,198659,182394,64329,224658
223225,272143,198659,182394,64329,224658
223226,158536,160417,272143,124749,96755
223227,162655,288320,336223,133160,64329
223228,199198,64329,166581,162655,156560
223229,160974,160417,158536,272143,199198
223230,208426,202383,202428,117846,205905
223231,199198,160417,175040,198659,160974
223232,162655,236171,199198,272143,300470
223233,158536,162655,160974,64329,218337
223234,207731,202675,208150,207024,202388
223235,183176,64329,288440,111043,198659
223236,160417,158536,272143,199198,156560
223237,202534,64329,202388,162655,158536
223238,272143,168623,352979,293301,283009
223239,336221,198659,64329,156964,166581
223240,272143,198659,182394,64329,224658
223241,199198,64329,198659,156560,124749
223242,48403,119193,158536,293114,336221
223243,156560,162655,160974,218337,156619
223244,199198,64329,166581,324823,182394
223245,198659,64329,166581,162655,175040
223246,237524,162655,64329,199197,156624
223247,209294,336221,160974,272143,202675
223248,64329,198659,166581,324823,160132
223249,234698,95716,348112,336223,272143
223250,59057,198659,272143,182394,64329
223251,341794,343282,343150,341180,341287
223252,160974,160417,158536,272143,199198
223253,198659,64329,336221,166581,288320
223254,95716,235870,48403,199198,119193
223255,158536,162655,156560,156447,64329
223256,272143,198659,182394,64329,224658
223257,158536,162655,160974,64329,218337
223258,336223,272143,59057,160417,123818
223259,336220,272143,336245,20691,175040
223260,158536,272143,162655,218337,156560
223261,168623,95972,123289,236207,64329
223262,20691,234698,298035,298032,111043
223263,289090,336220,199198,207994,161602
223264,199198,64329,162655,166581,198659
223265,162655,64329,336221,119193,272143
223266,160417,64329,162655,156560,272143
223267,71665,209254,237071,38607,65662
223268,206808,9060,212982,88724,211881
223269,160417,162655,272143,218337,156624
223270,123818,123290,124352,124350,124748
223271,158536,206735,160974,272143,202388
223272,199198,166581,162655,336223,175040
223273,199198,156560,198659,160974,175040
223274,95716,234698,341412,336223,162655
223275,64329,156560,199198,158536,160974
223276,160974,160417,158536,272143,199198
223277,19510,311984,260477,260986,260777
223278,26085,25816,32590,30804,141574
223279,199198,324823,288620,8131,159762
223280,218028,160974,160417,336254,202355
223281,272143,124350,123290,123289,96755
223282,158536,64329,160417,166581,272143
223283,162655,160974,218337,64329,156560
223284,162655,236171,199198,272143,300470
223285,160974,272143,160417,158536,199198
223286,284312,199198,224658,213927,70095
223287,64329,198659,123818,284985,166581
223288,158536,272143,162655,218337,156560
223289,198659,59057,336221,64329,48403
223290,235870,156964,336221,156560,199197
223291,160974,160417,158536,272143,199198
223292,160974,272143,20691,64329,156560
223293,209294,206661,357706,202586,70095
223294,123818,64329,199198,162655,123290
223295,199198,162655,175040,158536,198659
223296,160974,272143,160417,199198,10082
223297,162655,64329,156560,199198,166581
223298,272143,198659,182394,64329,224658
223299,160974,160417,158536,158082,162655
223300,198659,199198,64329,166581,324823
223301,160417,162655,218337,160974,64329
223302,64329,162655,158536,272143,199198
223303,199198,156560,64329,198659,160974
223304,158536,300470,272143,156560,124748
223305,66776,284644,282951,67763,66029
223306,160974,162655,158536,234698,272143
223307,254384,256139,255457,96210,255226
223308,272143,198659,182394,64329,224658
223309,234698,336221,272143,29953,175040
223310,272143,235715,199198,64329,160974
223311,20691,233688,234006,272143,162655
223312,160417,162655,218337,160974,64329
223313,124748,123757,123290,160974,124352
223314,156560,298035,298032,64329,162655
223315,158536,162655,160974,64329,218337
223316,158536,162655,160974,64329,218337
223317,237524,64329,199198,162655,156560
223318,202428,202383,106906,2182,202429
223319,160974,300470,202383,225055,209294
223320,297906,300923,300473,298035,298032
223321,160974,64329,156560,272143,218337
223322,162655,64329,272143,160974,218337
223323,64329,289090,198659,166581,235616
223324,234698,95716,235870,336223,337735
223325,198659,64329,162655,175040,199197
223326,60197,300161,208150,301017,28036
223327,124350,123757,233717,123909,123290
223328,160417,64329,162655,156560,272143
223329,160417,162655,218337,160974,64329
223330,272143,182394,348112,198659,162655
223331,123909,202376,237524,199198,272143
223332,336221,10082,8793,8901,9027
223333,202675,209294,207731,202557,202586
223334,336223,158536,162655,272143,218337
223335,162655,160974,218337,64329,156560
223336,158536,64329,160417,166581,272143
223337,199198,289090,336220,64329,336221
223338,64329,199198,156560,160417,160974
223339,160974,160417,158536,272143,199198
223340,158536,162655,158794,160974,64329
223341,64329,198659,166581,156560,175040
223342,162655,236171,199198,272143,300470
223343,87188,168642,168660,87193,87126
223344,59057,336220,133160,272143,123909
223345,160974,124749,313431,156560,199198
223346,160974,158536,162655,288320,156560
223347,199198,123818,124194,123757,123290
223348,48403,59057,160417,95716,336221
223349,160417,272143,156560,199198,160974
223350,162655,300470,16129,158536,162300
223351,331116,202355,199198,162655,272143
223352,272143,158536,123290,123818,162655
223353,64329,160974,156560,272143,199198
223354,272143,198659,182394,64329,224658
223355,20691,288440,272143,162655,293513
223356,272143,64329,162655,123909,166581
223357,123289,59057,336220,111043,96210
223358,128260,64329,336220,166581,119534
223359,64329,198659,166581,162655,293114
223360,199198,64329,156560,198659,160974
223361,198659,64329,166581,162655,175040
223362,64329,199198,162655,156560,166581
223363,64329,198659,166581,156560,160417
223364,199197,133160,64329,288320,162655
223365,162655,272143,128260,160417,183176
223366,124352,123290,123818,169434,196323
223367,198659,64329,166581,162655,175040
223368,64329,162655,158536,272143,199198
223369,162655,160974,218337,64329,156560
223370,64329,198659,162655,166581,175040
223371,199198,64329,198659,162655,156560
223372,123757,123290,336221,123289,124352
223373,160417,162655,218337,160974,64329
223374,158536,162655,160974,64329,218337
223375,64329,156560,234698,10082,8793
223376,338350,284547,199198,272143,214709
223377,313504,272143,336223,64329,59057
223378,158536,162655,160974,64329,218337
223379,76216,76000,76002,76006,75995
223380,272143,174300,20691,175040,166581
223381,293301,160417,156560,160974,331116
223382,234698,235616,95716,198659,199198
223383,199198,215861,64329,272143,198659
223384,158536,162655,160974,64329,218337
223385,75163,35706,142402,168416,142400
223386,160417,272143,96210,158882,156560
223387,288620,8131,324062,17344,19461
223388,124749,272143,64329,160417,336245
223389,158536,348089,218028,272143,348140
223390,198659,64329,166581,162655,175040
223391,272143,162655,64329,59057,198659
223392,64329,156560,198659,166581,160974
223393,272143,234698,199197,32082,156560
223394,111043,234006,293513,270607,183176
223395,272143,198659,307465,182394,307163
223396,73334,96210,288620,8131,218028
223397,158536,64329,160417,166581,272143
223398,156560,283009,199198,59057,233717
223399,166581,156560,158536,175040,123289
223400,198659,64329,162655,166581,31520
223401,272143,123818,59057,199198,336220
223402,199198,156560,64329,338340,198659
223403,64329,162655,156560,199198,160974
223404,162655,160974,218337,64329,298035
223405,64329,160974,156560,272143,199198
223406,162655,236171,199198,272143,300470
223407,234698,198659,64329,162655,166581
223408,158536,160417,270607,64329,245161
223409,64329,158536,156560,233658,199198
223410,336221,234698,59057,119193,31836
223411,272143,199198,158536,166581,162655
223412,158536,160417,64329,272143,199198
223413,145750,145397,145942,62427,142313
223414,336245,123290,123818,124352,124748
223415,158536,160974,272143,156560,64329
223416,158536,64329,338350,162655,156619
223417,64329,272143,162655,168623,159177
223418,288620,8131,324062,17344,19461
223419,160974,64329,272143,156560,218337
223420,206577,206913,76648,158536,162655
223421,160974,160417,158536,272143,199198
223422,64329,199198,301015,162655,156560
223423,96210,199198,284583,64329,194289
223424,160417,272143,160974,64329,156560
223425,336223,235870,235616,336220,123826
223426,160974,160417,158536,272143,199198
223427,158536,162655,160974,64329,218337
223428,158536,162655,160974,64329,218337
223429,160974,64329,156560,272143,218337
223430,160131,183176,123909,108855,293301
223431,272143,156560,199197,158536,64329
223432,198659,64329,162655,175040,298035
223433,199198,64329,162655,166581,198659
223434,64329,272143,166581,198659,162655
223435,158536,162655,160974,64329,218337
223436,160417,160974,272143,156560,64329
223437,198659,123289,95977,289090,58891
223438,64329,199198,156560,160417,160974
223439,123757,123289,123290,124352,123818
223440,234698,235870,336223,64329,286161
223441,272143,64329,198659,182394,224658
223442,198659,331116,288620,8131,64329
223443,199198,198659,64329,166581,324823
223444,158536,64329,162655,272143,156560
223445,21290,20735,17881,20796,17527
223446,326548,272143,162655,160974,235715
223447,199198,64329,162655,166581,198659
223448,62434,348112,202652,202383,62567
223449,123818,123290,124352,124228,202636
223450,64329,156560,166581,160974,198659
223451,64329,156560,199198,162655,166581
223452,160974,235616,160417,158536,336221
223453,198659,64329,336221,166581,162655
223454,64329,199198,162655,156560,59057
223455,272143,199198,234698,166581,324823
223456,336221,48403,95716,272143,156964
223457,160417,64329,160974,272143,156560
223458,64329,206168,162655,70591,199197
223459,158536,162655,160974,64329,218337
223460,199198,272143,300470,123909,160974
223461,162655,236171,199198,272143,300470
223462,59057,289003,30389,336254,235854
223463,158536,272143,162655,218337,156560
223464,234698,336220,156560,199198,284547
223465,111043,285719,96210,124748,158536
223466,160974,160417,158536,272143,199198
223467,156624,272143,199197,156619,158536
223468,96210,336220,235616,64329,199198
223469,160974,300470,202383,225055,209294
223470,160974,64329,156560,272143,218337
223471,32486,64329,166581,182394,162655
223472,336221,198659,162655,64329,166581
223473,272143,162655,64329,198659,293114
223474,158536,336221,272143,160417,235870
223475,158536,162655,160974,64329,218337
223476,272143,199198,64329,158536,224658
223477,199198,272143,64329,198659,128260
223478,30329,30885,30767,30688,50509
223479,272143,162655,158536,175040,166581
223480,336221,59057,119193,158536,160974
223481,289090,283009,336254,234267,124749
223482,272143,162655,156560,199198,233688
223483,158536,20691,336245,64329,162655
223484,336221,199198,64329,95716,156560
223485,199198,160974,64329,300470,156560
223486,272143,175040,199198,166581,218337
223487,158536,162655,160974,64329,218337
223488,272143,199198,162655,158536,218337
223489,168642,168660,160417,160974,158536
223490,56018,208441,7576,193216,78637
223491,272143,198659,182394,64329,224658
223492,234698,95716,59057,289126,336220
223493,160417,272143,199198,156560,123909
223494,272143,64329,160417,160974,156560
223495,160974,160417,158536,272143,199198
223496,272143,64329,162655,166581,198659
223497,272143,198659,207731,182394,202322
223498,234698,336221,156964,234813,338015
223499,272143,156560,286161,313431,336380
223500,160974,160417,158536,272143,199198
223501,158536,162655,160974,64329,218337
223502,64329,199198,162655,156560,166581
223503,288620,8131,292409,292966,324062
223504,158536,64329,162655,272143,156560
223505,199197,198659,64329,336221,156560
223506,87207,87126,10082,8793,8901
223507,64329,162655,156560,160974,272143
223508,272143,198659,182394,64329,224658
223509,123818,124352,123289,124748,124177
223510,70095,272143,59057,111043,288440
223511,96210,288440,64329,272143,270607
223512,158536,293301,156560,64329,156619
223513,160417,162655,218337,160974,64329
223514,336221,199198,119193,64329,234698
223515,123290,123818,124352,124177,215861
223516,336380,218028,233688,156355,272143
223517,160417,162655,218337,160974,64329
223518,272143,199198,158536,175040,166581
223519,273397,114059,272143,199198,69802
223520,160417,272143,168623,64329,160974
223521,273397,9060,212982,88724,211881
223522,158536,160974,272143,156560,64329
223523,160417,64329,336223,162655,177155
223524,156560,235230,313431,199198,300263
223525,199198,124350,64329,156560,59057
223526,249993,161506,199198,64329,250692
223527,162655,272143,64329,158536,233688
223528,336221,64329,162655,199198,289090
223529,64329,199198,124749,162655,156560
223530,285908,93278,55802,58688,55192
223531,64329,199198,162655,198659,156560
223532,95716,234698,64329,199197,162655
223533,199198,337192,234267,156560,175040
223534,336223,336221,123818,272143,133160
223535,336223,59057,336221,198659,64329
223536,336221,272143,234698,20691,119193
223537,272143,198659,182394,64329,224658
223538,272143,198659,182394,273397,64329
223539,180246,180610,166561,210124,180348
223540,273397,285342,336801,199198,272143
223541,62464,297906,300923,300473,146188
223542,156560,158536,64329,199198,160974
223543,156560,166581,199197,233717,198659
223544,272143,182394,124748,198659,162655
223545,272143,175040,166581,160417,158536
223546,198659,199198,64329,177155,166581
223547,160974,156560,64329,272143,20691
223548,272143,182394,224658,64329,166581
223549,272143,198659,133160,288320,182394
223550,272143,175040,199198,166581,58580
223551,160417,162655,218337,160974,64329
223552,128260,272143,159762,119534,59057
223553,272143,64329,59057,162655,166581
223554,160974,160417,158536,272143,199198
223555,198659,199198,64329,166581,324823
223556,162655,64329,158536,272143,237835
223557,160417,64329,162655,156560,272143
223558,336221,20691,233717,234698,123909
223559,327827,293301,254388,284547,338350
223560,158536,272143,199198,160974,156560
223561,336223,31836,59057,123909,123757
223562,225019,70646,208562,162655,206934
223563,336380,160417,123757,336220,160974
223564,156560,199197,87231,59057,288320
223565,336223,336221,336245,235616,235854
223566,199198,198659,64329,123613,166581
223567,162655,198659,199198,64329,156560
223568,198659,199198,64329,166581,324823
223569,272660,160974,199198,300470,225463
223570,158536,288620,8131,124194,64329
223571,272143,288620,8131,324062,159762
223572,160417,162655,218337,160974,64329
223573,336221,59057,156964,233717,152564
223574,123818,123290,124352,123909,124748
223575,20691,199198,336245,64329,156560
223576,198659,199198,64329,166581,324823
223577,64329,199198,156560,336221,160417
223578,20691,272143,288440,129434,64329
223579,206735,208360,202372,69463,202493
223580,156560,158536,272143,206168,162655
223581,272143,162655,218337,166581,336221
223582,95716,59057,234698,270229,288320
223583,158536,64329,160417,166581,272143
223584,199198,336221,48403,95716,59057
223585,64329,198659,162655,166581,156560
223586,293050,96210,272143,123826,288440
223587,272143,233717,289126,175040,285719
223588,160974,160417,158536,272143,199198
223589,158536,337735,160974,124749,96755
223590,272143,209294,175040,199198,166581
223591,272143,156560,313431,233717,293301
223592,15226,177155,14229,187067,261612
223593,199198,272143,300470,160974,160417
223594,293050,272143,96755,162655,123826
223595,64329,336221,199198,156560,293050
223596,235870,198659,95716,64329,200839
223597,123818,123290,124352,124228,162655
223598,160974,129557,160417,236925,156560
223599,158536,64329,272143,300470,156560
223600,234698,336220,283505,111043,272143
223601,272143,198659,182394,64329,224658
223602,298035,298032,299582,156560,298030
223603,64329,162655,96210,199198,156560
223604,160417,162655,331116,160974,156560
223605,288620,8131,324062,284583,111043
223606,297906,298035,298032,299582,298310
223607,160417,160974,64329,272143,156560
223608,199198,69463,206785,202381,272143
223609,313504,59758,284844,236613,300470
223610,111043,96210,198659,199198,64329
223611,160974,160417,162655,218337,64329
223612,160417,64329,160974,272143,156560
223613,348093,183176,158536,283505,215993
223614,341794,343282,343150,341180,341287
223615,96755,70999,158536,313996,123826
223616,160974,160417,158536,272143,199198
223617,272143,199198,175040,273397,166581
223618,160417,162655,218337,160974,64329
223619,272143,64329,160417,156560,124749
223620,199198,20691,270607,336245,64329
223621,272143,293301,31520,64329,160132
223622,272143,202493,293301,156560,235230
223623,272143,96210,175040,234698,162655
223624,272143,199197,158536,160417,235230
223625,162655,64329,156560,199198,166581
223626,272143,331738,293301,64329,162655
223627,270607,160417,162655,245161,337143
223628,336221,198659,168642,336220,31027
223629,10082,8793,8901,9027,270302
223630,162655,160974,218337,64329,156560
223631,162655,236171,199198,272143,300470
223632,111043,336221,336220,235616,123289
223633,123818,123757,160417,158536,124194
223634,64329,158536,160417,199198,162655
223635,64329,162655,198659,166581,348109
223636,158536,160974,272143,156560,64329
223637,355876,355142,284312,199198,224658
223638,154184,48157,48676,160417,156560
223639,271262,233688,87224,300263,283505
223640,158536,160974,272143,156560,64329
223641,20691,288440,272143,160417,158536
223642,158536,64329,160974,272143,156560
223643,198659,199198,64329,166581,324823
223644,158536,162655,160974,64329,218337
223645,273397,199198,272143,162655,236171
223646,199198,64329,198659,348093,348109
223647,158536,272143,289090,64329,124749
223648,162655,160974,218337,64329,156560
223649,160974,160417,158536,272143,199198
223650,160974,160417,158536,272143,199198
223651,162655,168623,160974,218337,64329
223652,59057,234698,336221,48403,133160
223653,158536,162655,160974,64329,218337
223654,198659,199198,64329,166581,324823
223655,64329,160974,156560,272143,199198
223656,199198,175040,198659,156560,166581
223657,235870,336223,272143,300082,162655
223658,234698,336223,272143,235616,156964
223659,64329,162655,156560,96480,160974
223660,272143,64329,233717,336221,158536
223661,336574,338581,336206,336575,202652
223662,199198,64329,166581,209236,324823
223663,160974,160417,158536,272143,199198
223664,162655,218337,272143,237524,156560
223665,272143,123826,162655,338340,64329
223666,162655,64329,336221,48403,59057
223667,298035,298032,298380,299582,298030
223668,199198,198659,289003,133160,64329
223669,123818,64329,198659,124228,124748
223670,160417,162655,218337,160974,64329
223671,64329,162655,158536,199198,198659
223672,272143,64329,198659,162655,224658
223673,162655,272143,199198,96210,158536
223674,156560,313431,168623,20691,160417
223675,59057,58580,31836,202289,69463
223676,64329,166581,224658,199197,175040
223677,160974,160417,158536,272143,199198
223678,160974,160417,158536,272143,199198
223679,234698,235870,272143,289090,59057
223680,199198,198659,182394,272143,175040
223681,158536,162655,160974,64329,218337
223682,64329,111043,162655,158536,156560
223683,64329,199198,166581,162655,324823
223684,158536,160417,64329,272143,199198
223685,336221,336220,336380,199198,235616
223686,162655,199198,300470,198659,16129
223687,234698,199197,292409,96210,156560
223688,233717,233688,235616,159762,183176
223689,160417,64329,160132,276946,233478
223690,59057,272143,234698,235616,233717
223691,160417,162655,218337,160974,64329
223692,162655,158536,324355,300470,16129
223693,235870,95716,272143,300082,336223
223694,199198,166581,156560,224658,162655
223695,313061,70694,96440,95574,222897
223696,336221,199198,336223,95716,235870
223697,158536,272143,233717,162655,293301
223698,199198,198659,182394,272143,175040
223699,162655,236171,199198,272143,300470
223700,158536,160417,64329,272143,199198
223701,272143,160417,218337,162655,199198
223702,20691,272143,64329,293513,337441
223703,272143,198659,182394,64329,224658
223704,158536,160417,64329,272143,303565
223705,158536,160974,303565,272143,156560
223706,272143,198659,182394,64329,224658
223707,158536,160974,272143,156560,64329
223708,48852,160473,120410,239481,208865
223709,123909,95716,168623,300082,272143
223710,158536,162655,160974,64329,218337
223711,160417,162655,218337,160974,64329
223712,272143,162655,64329,270607,245161
223713,123290,124352,20691,123909,124350
223714,199198,293050,166581,324823,162655
223715,199198,64329,162655,166581,198659
223716,160417,162655,218337,160974,64329
223717,160974,160417,158536,272143,199198
223718,162655,160974,218337,64329,156560
223719,158536,284547,64329,162655,128260
223720,336221,199198,64329,156560,235870
223721,336221,336220,272143,234698,289090
223722,162655,236171,199198,272143,300470
223723,272143,198659,182394,64329,224658
223724,160417,64329,160974,272143,156560
223725,198659,199198,64329,166581,324823
223726,106801,72407,65831,271262,338340
223727,160974,160417,158536,96210,156560
223728,199198,183176,272143,288435,224658
223729,208539,277107,32082,129434,283009
223730,336220,336221,234698,277491,32082
223731,123757,124350,123290,199198,124352
223732,160974,160417,158536,272143,199198
223733,20691,336221,64329,48403,288440
223734,199198,198659,64329,166581,324823
223735,96210,168642,124748,160417,160974
223736,123290,124352,124228,123289,20691
223737,64329,160974,199198,272143,156560
223738,162655,64329,198659,166581,160417
223739,183176,337192,199198,235854,277491
223740,336221,162655,199198,129434,156560
223741,272143,162655,156619,284985,166581
223742,336220,64329,289090,199198,336221
223743,237524,273397,293301,338466,51855
223744,111043,199198,96210,198659,64329
223745,272143,198659,182394,297906,298035
223746,162655,199198,160417,166581,201768
223747,162655,160417,300470,16129,218337
223748,211442,336223,96210,162655,20691
223749,341794,111043,343282,341064,343150
223750,157078,272143,162655,64329,206462
223751,64329,234698,288440,284985,338340
223752,160974,160417,158536,272143,199198
223753,158536,160974,272143,156560,64329
223754,64329,272143,162655,160417,166581
223755,272143,198659,182394,64329,224658
223756,198659,64329,166581,162655,175040
223757,321395,288320,59057,319638,233595
223758,160417,124350,123289,64329,123757
223759,272143,234698,123909,336221,96210
223760,272143,156560,158536,160974,336223
223761,158536,160974,272143,156560,64329
223762,199198,64329,156560,276946,160132
223763,156560,160417,160974,272143,64329
223764,272143,198659,182394,64329,224658
223765,123290,123289,124350,123818,123757
223766,272143,64329,218028,198659,182394
223767,272143,175040,199198,166581,218337
223768,198659,199198,64329,166581,324823
223769,95716,199198,59057,64329,234698
223770,123909,160974,156025,160417,276970
223771,341794,343282,343150,341180,341287
223772,166581,156560,160417,175040,198659
223773,162655,64329,160417,272143,199198
223774,199198,272143,64329,300470,160974
223775,161227,161363,325756,207255,225618
223776,207994,162655,64329,272143,158536
223777,234698,59057,198659,175040,202493
223778,160417,272143,64329,235870,95716
223779,207994,202652,209013,96755,161602
223780,158536,162655,160974,64329,218337
223781,234698,289090,293301,235854,64329
223782,272143,59057,166581,336223,182394
223783,158536,162655,160974,64329,218337
223784,30820,69463,312102,31251,31409
223785,96755,233997,96436,95604,95485
223786,206735,263956,264578,202340,75169
223787,199198,64329,162655,166581,198659
223788,162655,160974,218337,64329,156560
223789,64329,162655,156560,199198,123818
223790,284312,199198,224658,213927,70095
223791,123818,123290,86958,124352,123909
223792,284312,199198,224658,213927,70095
223793,272143,234698,336223,235870,233658
223794,64329,199198,156619,156624,336380
223795,160417,160974,156560,64329,272143
223796,162655,175040,156560,324823,182394
223797,123290,123818,124350,124352,64329
223798,272143,199198,166581,162655,175040
223799,237524,293050,336221,162655,123909
223800,336221,48403,64329,59057,199198
223801,96210,183176,158536,20691,272143
223802,160974,160417,158536,272143,199198
223803,15226,289090,198659,199198,336221
223804,160974,271262,225010,283764,58580
223805,230936,161100,289159,284011,160146
223806,198659,199198,64329,166581,324823
223807,124350,123290,123757,331116,124352
223808,160417,162655,218337,160974,64329
223809,336221,199198,64329,235616,293301
223810,162655,64329,158536,272143,160974
223811,199198,175040,166581,162655,324823
223812,198659,199198,64329,166581,324823
223813,158536,160417,272143,199198,300470
223814,298035,298032,299582,298030,299523
223815,198659,64329,162655,166581,96755
223816,64329,156560,272143,300470,199198
223817,160417,162655,218337,160974,64329
223818,272143,198659,182394,64329,224658
223819,336223,234698,198659,64329,199197
223820,277107,272143,234698,283009,95716
223821,160417,162655,218337,160974,64329
223822,198659,64329,20691,166581,162655
223823,160974,160417,158536,156560,158082
223824,160974,160417,158536,272143,199198
223825,158536,162655,160974,64329,218337
223826,336220,288620,8131,289090,324062
223827,160974,160417,158536,272143,199198
223828,289090,336221,32082,234698,336223
223829,336221,199198,336220,32082,64329
223830,336221,59057,198659,48403,64329
223831,59057,199197,289090,336221,336220
223832,288620,8131,324062,199198,198659
223833,272143,162655,156560,218337,166581
223834,199198,64329,324823,198659,162655
223835,198659,64329,20691,166581,162655
223836,272143,64329,162655,166581,198659
223837,111043,234006,128260,354086,336220
223838,161227,161363,325756,207255,234409
223839,96210,95716,288440,156964,336223
223840,272143,64329,182394,276970,224658
223841,199198,166581,64329,162655,156560
223842,64329,156560,235616,336220,336221
223843,160417,162655,218337,160974,64329
223844,160417,162655,160974,140528,218337
223845,158536,162655,160974,64329,218337
223846,199198,272143,58580,300470,160974
223847,155081,303270,304796,303846,303312
223848,202388,202534,223445,100035,160409
223849,286336,324857,324683,217311,220729
223850,272143,199198,233688,32082,234006
223851,159762,289126,195126,35831,36438
223852,297906,300923,300473,298035,298032
223853,162655,218337,272143,156560,160974
223854,272143,64329,198659,182394,160974
223855,123757,168623,156560,123818,158536
223856,272143,235715,199198,64329,198659
223857,158536,160417,64329,272143,199198
223858,158536,162655,160974,64329,218337
223859,272143,64329,162655,198659,182394
223860,199198,31027,199197,129434,30088
223861,297906,298035,298032,299582,298310
223862,160974,64329,156560,272143,218337
223863,5059,4772,4767,3918,4523
223864,272143,336223,95716,285719,233717
223865,73413,145692,327984,117529,66421
223866,182480,336223,118704,117858,40917
223867,162655,160417,300470,16129,218337
223868,156447,118622,256917,17101,181976
223869,162655,236171,199198,272143,300470
223870,272143,64329,348111,198659,199197
223871,297906,298035,298032,299582,298310
223872,199198,166581,324823,156560,288620
223873,272143,276970,64329,162655,166581
223874,160417,162655,218337,160974,64329
223875,162655,64329,158536,272143,160974
223876,199198,64329,166581,324823,182394
223877,160974,225463,162655,202557,16129
223878,284312,199198,224658,213927,70095
223879,16129,225463,182394,160974,97474
223880,272143,162655,64329,156560,160974
223881,158536,272143,156619,155718,160974
223882,272143,199198,224658,313431,182394
223883,183176,293301,348093,272143,283505
223884,156560,166581,235230,162655,182394
223885,10082,8793,8901,9027,194939
223886,336221,64329,199198,162655,156560
223887,272143,175040,199198,166581,218337
223888,298035,298032,299582,298030,299523
223889,160417,162655,218337,160974,64329
223890,197750,161227,160974,160417,129557
223891,202355,72629,202559,208582,72631
223892,160417,162655,218337,160974,64329
223893,158536,162655,160974,64329,218337
223894,158536,272143,276970,235870,64329
223895,272143,234698,59057,95716,175040
223896,64329,162655,166581,156560,198659
223897,123757,123289,124748,124177,124194
223898,235616,235230,289090,156560,336221
223899,64329,198659,162655,166581,156560
223900,272143,175040,199198,289090,336220
223901,48403,158536,160974,119193,336221
223902,272143,199198,29953,32082,95977
223903,199198,15226,175040,166581,162655
223904,272143,215861,64329,156560,235230
223905,336245,64329,199197,166581,284583
223906,162655,300470,16129,158536,162300
223907,96210,336245,288440,111043,272143
223908,272143,96755,124749,162655,284985
223909,298035,298032,296812,298310,297906
223910,362423,280376,12414,85281,85282
223911,199198,272143,300470,160974,160417
223912,162655,160974,218337,64329,156560
223913,160974,160417,158536,272143,199198
223914,206735,69463,207848,208360,181674
223915,96210,20691,233658,336221,136629
223916,129434,123757,288620,8131,123289
223917,64329,162655,156560,160974,272143
223918,160417,160974,272143,156560,64329
223919,146188,141477,140971,141128,141414
223920,199198,64329,166581,162655,160974
223921,162655,272143,160974,124749,64329
223922,272143,237524,313431,59057,182394
223923,199198,64329,198659,161227,161363
223924,123909,355142,168623,123757,298035
223925,160417,162655,218337,160974,64329
223926,272143,283009,162655,336254,293050
223927,160974,162655,276970,160417,336220
223928,162655,64329,158536,272143,160974
223929,162655,236171,199198,272143,300470
223930,162655,236171,199198,272143,300470
223931,160417,160974,272143,156560,214800
223932,336221,158536,64329,336223,235870
